TIME,RPM,TPS,Ponto_de_ignição,MAP,Posição_do_acelerador,Sonda_Geral,Alvo_do_malha_fechada,Sonda_Malha_Fechada,Correção_do_malha_fechada,2-step,Largada_validada,Marcha,Vazão_da_bancada_A,Fluxo_total_de_combustível,Ângulo_da_Fase_de_Injeção,Pressão_diferencial_de_combustível,Abertura_bicos_A,Tempo_de_Injeção_Banco_A,Temp._do_motor,Temp._do_Ar,Tensão_da_Bateria,Dwell_de_ignição,Eletroventilador_1_-_Enriquecimento,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Partida_do_motor,Lenta,Primeiro_pulso_de_partida,Corte_-_Modo_de_Segurança,Sinal_de_sincronia_do_motor,Corte_na_desaceleração_(cutoff),Injeção_rápida_e_de_decaimento,Consumo_total,Consumo_medio,Consumo_instantâneo,Potência_estimada,Torque_estimado,Distância_total,Autonomia,Ajuste_ativo,Eletroventilador_1,Bomba_Combustível,Velocidade_de_tração,Velocidade_de_referência,Controle_de_tração_-_Slip,Controle_de_tração_-_Slip_rate,Delta_TPS,2-step_-_Botão,Injeção_rápida,Injeção_de_decaimento,Cutoff_de_injeção,Blip/Punta_taco,Controle_de_lenta,Injeção_pós_partida
4.770,1532,0.0,14.00,-0.16,0.0,1.165,0.000,1.162,0.00,OFF,OFF,0,4.5,4.5,378.98,3.14,4.60,3.610,70.7,28.5,13.14,2.80,0.0,1.21,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.810,1515,0.0,14.00,-0.16,0.0,1.156,0.000,1.163,0.00,OFF,OFF,0,4.5,4.5,378.94,3.13,4.59,3.605,70.7,28.5,13.13,2.80,0.0,1.16,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.850,1567,0.0,14.00,-0.16,0.0,1.156,0.000,1.153,0.00,OFF,OFF,0,4.4,4.4,379.54,3.15,4.52,3.570,70.7,28.5,13.17,2.80,0.0,1.25,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.890,1562,0.0,14.00,-0.16,0.0,1.161,0.000,1.159,0.00,OFF,OFF,0,4.6,4.6,376.32,3.14,4.69,3.570,70.7,28.5,13.14,2.80,0.0,1.22,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.930,1550,0.0,14.00,-0.16,0.0,1.164,0.000,1.165,0.00,OFF,OFF,0,4.6,4.6,377.73,3.15,4.58,3.570,70.7,28.4,13.13,2.80,0.0,1.15,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.970,1489,0.0,14.00,-0.16,0.0,1.164,0.000,1.163,0.00,OFF,OFF,0,4.3,4.3,382.25,3.13,4.40,3.570,70.7,28.4,13.14,2.80,0.0,1.17,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,8,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.010,1577,0.0,14.00,-0.17,0.0,1.164,0.000,1.161,0.00,OFF,OFF,0,4.6,4.6,376.61,3.15,4.60,3.561,70.7,28.4,13.18,2.80,0.0,1.32,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.050,1643,0.0,14.00,-0.16,0.0,1.168,0.000,1.168,0.00,OFF,OFF,0,4.8,4.8,371.37,3.13,4.89,3.570,70.7,28.4,13.15,2.80,0.0,1.24,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.090,1591,0.0,14.00,-0.16,0.0,1.169,0.000,1.168,0.00,OFF,OFF,0,4.6,4.6,375.44,3.14,4.71,3.561,70.7,28.4,13.19,2.80,0.0,1.30,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.130,1660,0.0,14.00,-0.16,0.0,1.162,0.000,1.168,0.00,OFF,OFF,0,4.8,4.8,371.15,3.13,4.90,3.560,70.7,28.4,13.19,2.80,0.0,1.31,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.170,1570,0.0,14.00,-0.16,0.0,1.159,0.000,1.162,0.00,OFF,OFF,0,4.8,4.8,371.31,3.14,4.86,3.561,70.7,28.4,13.16,2.80,0.0,1.26,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.210,1660,0.0,14.00,-0.17,0.0,1.159,0.000,1.158,0.00,OFF,OFF,0,4.6,4.6,376.29,3.14,4.65,3.569,70.7,28.4,13.20,2.80,0.0,1.28,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.250,1677,0.0,14.00,-0.17,0.0,1.159,0.000,1.160,0.00,OFF,OFF,0,4.9,4.9,369.64,3.14,5.00,3.560,70.7,28.4,13.18,2.80,0.0,1.36,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.290,1638,0.0,14.00,-0.16,0.0,1.164,0.000,1.163,0.00,OFF,OFF,0,4.9,4.9,369.68,3.14,4.99,3.560,70.7,28.4,13.20,2.80,0.0,1.30,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.330,1670,0.0,14.00,-0.16,0.0,1.165,0.000,1.168,0.00,OFF,OFF,0,4.8,4.8,372.06,3.12,4.83,3.561,70.7,28.4,13.17,2.80,0.0,1.32,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.370,1595,0.0,14.00,-0.16,0.0,1.162,0.000,1.166,0.00,OFF,OFF,0,4.9,4.9,370.41,3.14,4.96,3.570,70.7,28.4,13.16,2.80,0.0,1.27,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.410,1521,0.0,14.00,-0.16,0.0,1.157,0.000,1.162,0.00,OFF,OFF,0,4.6,4.6,376.05,3.13,4.68,3.570,70.7,28.4,13.13,2.80,0.0,1.17,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.450,1515,0.0,14.00,-0.16,0.0,1.157,0.000,1.157,0.00,OFF,OFF,0,4.4,4.4,379.94,3.14,4.51,3.570,70.8,28.4,13.15,2.80,0.0,1.19,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.490,1534,0.0,14.00,-0.16,0.0,1.168,0.000,1.165,0.00,OFF,OFF,0,4.5,4.5,378.80,3.13,4.60,3.570,70.8,28.4,13.12,2.80,0.0,1.18,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.530,1533,0.0,14.00,-0.16,0.0,1.161,0.000,1.166,0.00,OFF,OFF,0,4.5,4.5,378.25,3.15,4.60,3.570,70.8,28.4,13.15,2.80,0.0,1.16,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.570,1470,0.0,14.00,-0.15,0.0,1.158,0.000,1.164,0.00,OFF,OFF,0,4.3,4.3,382.74,3.13,4.41,3.570,70.8,28.3,13.14,2.80,0.0,1.12,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,8,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.610,1537,0.0,14.00,-0.16,0.0,1.162,0.000,1.158,0.00,OFF,OFF,0,4.4,4.4,379.35,3.15,4.50,3.560,70.7,28.3,13.21,2.80,0.0,1.27,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.650,1635,0.0,14.00,-0.17,0.0,1.159,0.000,1.161,0.00,OFF,OFF,0,4.8,4.8,372.47,3.14,4.88,3.569,70.8,28.3,13.17,2.80,0.0,1.27,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.690,1553,0.0,14.00,-0.17,0.0,1.159,0.000,1.158,0.00,OFF,OFF,0,4.5,4.5,377.45,3.15,4.60,3.570,70.7,28.3,13.16,2.80,0.0,1.18,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.730,1514,0.0,14.00,-0.16,0.0,1.152,0.000,1.156,0.00,OFF,OFF,0,4.4,4.4,380.00,3.14,4.51,3.560,70.8,28.3,13.24,2.80,0.0,1.21,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.770,1659,0.0,14.00,-0.15,0.0,1.160,0.000,1.155,0.00,OFF,OFF,0,4.8,4.8,370.74,3.15,4.89,3.550,70.8,28.3,13.31,2.80,0.0,1.33,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.810,1621,0.0,14.00,-0.16,0.0,1.164,0.000,1.162,0.00,OFF,OFF,0,4.7,4.7,373.09,3.13,4.80,3.558,70.8,28.3,13.21,2.80,0.0,1.26,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.850,1628,0.0,14.00,-0.16,0.0,1.165,0.000,1.165,0.00,OFF,OFF,0,4.7,4.7,373.43,3.14,4.81,3.540,70.8,28.3,13.25,2.80,0.0,1.36,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
5.890,1742,0.0,14.00,-0.18,0.0,1.155,0.000,1.159,0.00,OFF,OFF,0,5.1,5.1,365.23,3.15,5.19,3.540,70.8,28.3,13.24,2.80,0.0,1.37,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
5.930,1706,0.0,14.00,-0.17,0.0,1.158,0.000,1.151,0.00,OFF,OFF,0,5.0,5.0,367.62,3.13,5.00,3.540,70.8,28.3,13.24,2.80,0.0,1.36,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
5.970,1699,0.0,14.00,-0.17,0.0,1.156,0.000,1.158,0.00,OFF,OFF,0,4.9,4.9,368.23,3.14,5.04,3.540,70.8,28.3,13.25,2.80,0.0,1.46,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.010,1738,0.0,14.00,-0.18,0.0,1.148,0.000,1.147,0.00,OFF,OFF,0,5.2,5.2,362.81,3.14,5.29,3.540,70.8,28.3,13.21,2.80,0.0,1.46,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.050,1656,0.0,14.00,-0.18,0.0,1.152,0.000,1.151,0.00,OFF,OFF,0,5.0,5.0,366.23,3.14,5.10,3.540,70.8,28.3,13.22,2.80,0.0,1.35,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.090,1700,0.0,14.00,-0.17,0.0,1.152,0.000,1.153,0.00,OFF,OFF,0,4.8,4.8,371.08,3.13,4.91,3.540,70.8,28.3,13.22,2.80,0.0,1.35,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.130,1672,0.0,14.00,-0.17,0.0,1.147,0.000,1.146,0.00,OFF,OFF,0,5.0,5.0,367.92,3.13,4.99,3.540,70.8,28.3,13.19,2.80,0.0,1.34,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.170,1600,0.0,14.00,-0.17,0.0,1.150,0.000,1.148,0.00,OFF,OFF,0,4.8,4.8,370.78,3.14,4.88,3.540,70.8,28.3,13.19,2.80,0.0,1.25,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.210,1646,0.0,14.00,-0.17,0.0,1.151,0.000,1.148,0.00,OFF,OFF,0,4.8,4.8,371.58,3.14,4.88,3.540,70.8,28.3,13.20,2.80,0.0,1.31,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.250,1611,0.0,14.00,-0.17,0.0,1.149,0.000,1.152,0.00,OFF,OFF,0,4.7,4.7,373.83,3.14,4.72,3.540,70.8,28.2,13.18,2.80,0.0,1.25,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.290,1492,0.0,14.00,-0.17,0.0,1.139,0.000,1.141,0.00,OFF,OFF,0,4.3,4.3,374.44,3.13,4.44,3.550,70.8,28.2,13.14,2.80,0.0,1.16,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,8,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.330,1554,0.0,14.00,-0.16,0.0,1.132,0.000,1.135,0.00,OFF,OFF,0,4.3,4.3,382.18,3.14,4.41,3.541,70.8,28.2,13.19,2.80,0.0,1.17,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,8,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.370,1524,0.0,14.00,-0.16,0.0,1.128,0.000,1.128,0.00,OFF,OFF,0,4.5,4.5,376.83,3.13,4.60,3.540,70.8,28.2,13.16,2.80,0.0,1.21,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.410,1513,0.0,14.00,-0.16,0.0,1.133,0.000,1.131,0.00,OFF,OFF,0,4.4,4.4,379.76,3.14,4.50,3.550,70.8,28.2,13.16,2.80,0.0,1.11,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.450,1490,0.0,14.00,-0.15,0.0,1.123,0.000,1.129,0.00,OFF,OFF,0,4.3,4.3,381.47,3.13,4.36,3.540,70.8,28.2,13.21,2.80,0.0,1.23,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,8,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.490,1634,0.0,14.00,-0.16,0.0,1.118,0.000,1.118,0.00,OFF,OFF,0,4.7,4.7,372.34,3.15,4.81,3.540,70.8,28.2,13.22,2.80,0.0,1.33,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.530,1664,0.0,14.00,-0.16,0.0,1.130,0.000,1.124,0.00,OFF,OFF,0,4.9,4.9,369.65,3.14,4.90,3.540,70.8,28.2,13.16,2.80,0.0,1.25,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.570,1582,0.0,14.00,-0.17,0.0,1.136,0.000,1.136,0.00,OFF,OFF,0,4.5,4.5,376.34,3.15,4.61,3.540,70.8,28.2,13.21,2.80,0.0,1.29,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.610,1759,0.0,14.00,-0.17,0.0,1.137,0.000,1.140,0.00,OFF,OFF,0,4.9,4.9,368.69,3.14,4.99,3.540,70.8,28.2,13.21,2.80,0.0,1.42,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.650,1746,0.0,14.00,-0.17,0.0,1.116,0.000,1.123,0.00,OFF,OFF,0,5.1,5.1,364.02,3.15,5.19,3.540,70.8,28.2,13.22,2.80,0.0,1.41,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.690,1854,0.0,14.00,-0.18,0.0,1.109,0.000,1.113,0.00,OFF,OFF,0,5.1,5.1,364.43,3.15,5.15,3.540,70.8,28.2,13.25,2.80,0.0,1.51,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.730,1860,0.0,14.00,-0.18,0.0,1.115,0.000,1.111,0.00,OFF,OFF,0,5.4,5.4,357.92,3.13,5.50,3.540,70.8,28.2,13.22,2.80,0.0,1.55,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.770,1715,0.0,14.00,-0.18,0.0,1.124,0.007,1.125,0.02,OFF,OFF,0,5.0,5.0,367.28,3.14,5.02,3.540,70.8,28.2,13.22,2.80,0.0,1.39,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.810,1782,0.0,14.00,-0.18,0.0,1.127,0.971,1.128,2.14,OFF,OFF,0,5.2,5.2,363.06,3.13,5.29,3.584,70.8,28.2,13.24,2.80,0.0,1.53,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.850,1897,0.0,14.00,-0.19,0.0,1.123,1.000,1.128,2.50,OFF,OFF,0,5.7,5.7,354.25,3.14,5.79,3.600,70.8,28.2,13.22,2.80,0.0,1.53,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,12,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.890,1734,0.0,14.00,-0.19,0.0,1.127,1.000,1.127,2.85,OFF,OFF,0,5.1,5.1,365.58,3.14,5.22,3.610,70.8,28.2,13.21,2.80,0.0,1.33,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.930,1878,0.0,14.00,-0.18,0.0,1.139,1.000,1.131,3.26,OFF,OFF,0,5.2,5.2,365.42,3.13,5.26,3.621,70.8,28.1,13.25,2.80,0.0,1.56,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
6.970,1854,0.0,14.00,-0.19,0.0,1.139,1.000,1.145,4.14,OFF,OFF,0,5.5,5.5,358.32,3.14,5.61,3.639,70.8,28.1,13.25,2.80,0.0,1.56,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
7.010,1654,0.0,14.00,-0.19,0.0,1.118,1.000,1.124,4.20,OFF,OFF,0,5.5,5.5,359.11,3.13,5.58,3.648,70.8,28.1,13.20,2.80,0.0,1.37,2.94,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
7.050,1781,0.0,14.00,-0.17,0.0,1.113,1.000,1.112,4.31,OFF,OFF,0,4.9,4.9,372.37,3.14,4.92,3.640,70.8,28.1,13.27,2.80,0.0,1.46,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
7.090,1872,0.0,14.00,-0.19,0.0,1.119,1.000,1.117,4.75,OFF,OFF,0,5.4,5.4,361.14,3.15,5.52,3.650,70.8,28.1,13.26,2.80,0.0,1.55,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
7.130,1701,0.0,14.00,-0.19,0.0,1.109,1.000,1.111,5.19,OFF,OFF,0,5.2,5.2,367.03,3.14,5.26,3.660,70.8,28.1,13.21,2.80,0.0,1.38,2.95,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
7.170,1676,0.0,14.00,-0.17,0.0,1.105,1.000,1.107,5.38,OFF,OFF,0,5.0,5.0,369.73,3.13,5.12,3.670,70.8,28.1,13.26,2.80,0.0,1.39,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
7.210,1824,0.0,14.00,-0.18,0.0,1.114,1.000,1.111,5.80,OFF,OFF,0,5.5,5.5,360.43,3.14,5.58,3.680,70.8,28.0,13.24,2.80,0.0,1.52,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
7.250,1747,0.0,14.00,-0.19,0.0,1.113,1.000,1.123,6.30,OFF,OFF,0,5.3,5.3,365.08,3.14,5.38,3.690,70.8,28.0,13.21,2.80,0.0,1.35,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,11,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
7.290,1535,0.0,14.00,-0.18,0.0,1.109,1.000,1.110,6.44,OFF,OFF,0,4.6,4.6,378.79,3.14,4.71,3.700,70.8,28.0,13.20,2.80,0.0,1.22,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,OFF
