TIME,RPM,TPS,Ponto_de_ignição,MAP,Posição_do_acelerador,Sonda_Geral,Alvo_do_malha_fechada,Sonda_Malha_Fechada,Correção_do_malha_fechada,2-step,Largada_validada,Marcha,Vazão_da_bancada_A,Fluxo_total_de_combustível,Ângulo_da_Fase_de_Injeção,Pressão_diferencial_de_combustível,Abertura_bicos_A,Tempo_de_Injeção_Banco_A,Temp._do_motor,Temp._do_Ar,Tensão_da_Bateria,Dwell_de_ignição,Eletroventilador_1_-_Enriquecimento,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Partida_do_motor,Lenta,Primeiro_pulso_de_partida,Corte_-_Limitador_de_Rotação,Sinal_de_sincronia_do_motor,Corte_na_desaceleração_(cutoff),Injeção_rápida_e_de_decaimento,Consumo_total,Consumo_medio,Consumo_instantâneo,Potência_estimada,Torque_estimado,Distância_total,Autonomia,Ajuste_ativo,Eletroventilador_1,Bomba_Combustível,Velocidade_de_tração,Velocidade_de_referência,Controle_de_tração_-_Slip,Controle_de_tração_-_Slip_rate,Delta_TPS,2-step_-_Botão,Injeção_rápida,Injeção_de_decaimento,Cutoff_de_injeção,Blip/Punta_taco,Controle_de_lenta,Injeção_pós_partida
4.970,408,0.0,14.00,-0.08,0.0,0.662,0.000,0.665,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,4.095,76.0,34.5,9.98,5.60,0.0,0.19,2.91,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.010,408,0.0,14.00,-0.08,0.0,0.665,0.000,0.661,0.00,OFF,OFF,0,1.3,1.3,400.00,3.00,1.40,4.126,76.0,34.5,10.08,6.00,0.0,0.18,2.92,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.050,408,0.0,13.99,-0.08,0.0,0.663,0.000,0.664,0.00,OFF,OFF,0,1.3,1.3,400.00,2.98,1.40,4.099,76.0,34.5,10.00,5.73,0.0,0.17,2.91,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.090,363,0.0,10.66,-0.08,0.0,0.662,0.000,0.661,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,1.573,76.0,34.5,9.82,6.28,0.0,0.16,2.91,0.0,OFF,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.130,357,0.0,10.20,-0.08,0.0,0.664,0.000,0.665,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,1.182,76.0,34.5,10.06,5.72,0.0,0.19,2.91,0.0,ON,ON,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.170,357,1.0,10.20,-0.08,1.0,0.663,0.000,0.662,0.00,OFF,OFF,0,1.3,1.3,400.00,2.98,1.40,1.209,76.0,34.5,9.87,6.19,0.0,0.16,2.90,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,6.7,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.210,357,11.9,10.20,-0.08,11.9,0.666,0.000,0.666,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,1.173,76.0,34.5,10.12,5.70,0.0,0.18,2.91,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,8.9,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.250,358,16.7,10.20,-0.08,16.7,0.662,0.000,0.662,0.00,OFF,OFF,0,1.3,1.3,400.00,3.00,1.40,1.217,76.0,34.5,9.82,6.23,0.0,0.17,2.92,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,1.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.290,362,17.0,10.20,-0.08,17.0,0.665,0.000,0.664,0.00,OFF,OFF,0,1.3,1.3,400.00,3.01,1.40,1.180,76.0,34.5,10.17,5.60,0.0,0.21,2.93,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.3,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.330,362,15.0,10.20,-0.08,15.0,0.664,0.000,0.664,0.00,OFF,OFF,0,1.3,1.3,400.00,3.00,1.40,1.198,76.0,34.5,9.97,6.01,0.0,0.18,2.92,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-8.2,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.370,362,1.0,10.20,-0.08,1.0,0.663,0.000,0.664,0.00,OFF,OFF,0,1.3,1.3,400.00,3.01,1.40,1.171,76.0,34.5,10.16,5.59,0.0,0.20,2.93,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-11.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.410,362,0.0,10.20,-0.08,0.0,0.663,0.000,0.663,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,1.217,76.0,34.5,9.80,6.26,0.0,0.17,2.91,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.450,375,0.0,10.20,-0.08,0.0,0.664,0.000,0.664,0.00,OFF,OFF,0,1.3,1.3,400.00,2.99,1.40,1.180,76.0,34.5,10.17,5.61,0.0,0.20,2.91,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.490,375,0.0,10.20,-0.08,0.0,0.662,0.000,0.662,0.00,OFF,OFF,0,1.3,1.3,400.00,3.01,1.40,1.198,76.0,34.5,9.94,6.04,0.0,0.21,2.93,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.530,379,0.0,10.20,-0.08,0.0,0.664,0.000,0.666,0.00,OFF,OFF,0,1.3,1.3,400.00,3.00,1.40,1.190,76.0,34.5,10.28,5.56,0.0,0.26,2.92,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
5.570,504,0.0,10.23,-0.08,0.0,0.666,0.000,0.664,0.00,OFF,OFF,0,1.6,1.6,400.00,3.01,1.69,3.983,76.0,34.5,10.58,5.16,0.0,0.32,2.93,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.610,505,0.0,13.89,-0.08,0.0,0.668,0.000,0.668,0.00,OFF,OFF,0,1.6,1.6,400.00,3.01,1.70,4.039,76.0,34.4,10.79,4.74,0.0,0.37,2.93,0.0,ON,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
5.650,653,1.3,14.00,-0.08,1.3,0.667,0.000,0.667,0.00,OFF,OFF,0,1.6,1.6,400.00,3.04,1.72,4.022,75.9,34.4,10.99,4.40,0.0,0.34,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.118,23.32,0.1,0.0,3,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,4.9,OFF,ON,OFF,OFF,OFF,ON,ON
5.690,673,6.2,13.98,-0.08,6.2,0.669,0.000,0.667,0.00,OFF,OFF,0,2.2,2.2,400.00,3.05,2.30,4.174,75.9,34.4,11.20,4.10,0.0,0.34,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.978,23.32,0.1,0.0,3,34,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,2.7,OFF,ON,OFF,OFF,OFF,ON,ON
5.730,777,7.1,11.10,-0.08,7.1,0.668,0.000,0.670,0.00,OFF,OFF,0,2.2,2.2,400.00,3.04,2.41,4.248,75.9,34.4,11.26,3.92,0.0,0.43,2.96,0.0,OFF,ON,OFF,0,ON,OFF,0.978,23.32,0.1,0.0,4,36,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.5,OFF,ON,OFF,OFF,OFF,OFF,ON
5.770,791,7.6,11.30,-0.08,7.6,0.667,0.000,0.668,0.00,OFF,OFF,0,2.5,2.5,400.00,3.06,2.64,4.050,75.9,34.4,11.37,3.81,0.0,0.44,2.98,0.0,OFF,OFF,OFF,0,ON,OFF,0.743,23.32,0.1,0.0,4,36,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,1.4,OFF,ON,OFF,OFF,OFF,OFF,ON
5.810,843,13.8,11.23,-0.08,13.8,0.670,0.000,0.670,0.00,OFF,OFF,0,2.8,2.8,400.00,3.06,3.03,4.501,75.9,34.4,11.42,3.70,0.0,0.47,2.98,0.0,OFF,OFF,OFF,0,ON,OFF,0.980,23.32,0.1,0.0,4,40,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,7.7,OFF,ON,OFF,OFF,OFF,OFF,ON
5.850,850,17.9,11.30,-0.08,17.9,0.667,0.000,0.667,0.00,OFF,OFF,0,3.2,3.2,400.00,3.07,3.31,4.722,75.9,34.4,11.29,3.79,0.0,0.41,2.99,0.0,OFF,OFF,OFF,0,ON,OFF,1.010,23.32,0.1,0.0,5,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,1.4,OFF,ON,OFF,OFF,OFF,OFF,ON
5.890,849,18.3,11.30,-0.08,18.3,0.666,0.000,0.665,0.00,OFF,OFF,0,3.2,3.2,400.00,3.06,3.40,4.761,75.9,34.4,11.12,4.15,0.0,0.33,2.99,0.0,OFF,OFF,OFF,0,ON,OFF,1.010,23.32,0.1,0.0,5,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.1,OFF,ON,OFF,OFF,OFF,OFF,ON
5.930,575,18.2,10.42,-0.08,18.2,0.663,0.000,0.666,0.00,OFF,OFF,0,2.1,2.1,400.00,3.05,2.34,4.800,75.9,34.4,10.71,4.82,0.0,0.27,2.97,0.0,OFF,OFF,OFF,0,ON,OFF,1.003,23.32,0.1,0.0,3,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.2,OFF,ON,OFF,OFF,OFF,OFF,ON
5.970,537,18.2,10.30,-0.08,18.2,0.663,0.000,0.663,0.00,OFF,OFF,0,1.9,1.9,400.00,3.04,2.00,4.553,75.9,34.4,10.64,4.80,0.0,0.26,2.96,0.0,OFF,OFF,OFF,0,ON,OFF,0.762,23.32,0.1,0.0,3,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-1.0,OFF,ON,OFF,OFF,OFF,OFF,ON
6.010,537,17.8,10.30,-0.08,17.8,0.663,0.000,0.663,0.00,OFF,OFF,0,1.9,1.9,400.00,3.03,2.08,4.584,76.0,34.4,10.43,5.37,0.0,0.23,2.95,0.0,OFF,OFF,OFF,0,ON,OFF,0.760,23.32,0.1,0.0,3,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-2.0,OFF,ON,OFF,OFF,OFF,OFF,ON
6.050,495,15.8,10.37,-0.08,15.8,0.663,0.000,0.663,0.00,OFF,OFF,0,1.9,1.9,400.00,3.03,1.98,4.520,76.0,34.4,10.60,5.00,0.0,0.27,2.95,0.0,OFF,OFF,OFF,0,ON,OFF,0.761,23.32,0.1,0.0,3,40,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.2,OFF,ON,OFF,OFF,OFF,OFF,ON
6.090,489,18.5,10.19,-0.08,18.5,0.665,0.000,0.663,0.00,OFF,OFF,0,1.7,1.7,400.00,3.04,1.83,4.560,76.0,34.4,10.79,4.78,0.0,0.30,2.96,0.0,OFF,OFF,OFF,0,ON,OFF,0.995,23.32,0.1,0.0,3,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,7.2,OFF,ON,OFF,OFF,OFF,OFF,ON
6.130,489,27.1,10.01,-0.08,27.1,0.665,0.000,0.664,0.00,OFF,OFF,0,2.1,2.1,400.00,3.05,2.20,5.372,75.9,34.4,10.96,4.43,0.0,0.28,2.97,0.0,OFF,OFF,OFF,0,ON,OFF,1.458,23.32,0.1,0.0,3,44,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,9.3,OFF,ON,OFF,OFF,OFF,OFF,ON
6.170,526,38.2,9.81,-0.08,38.2,0.663,0.000,0.663,0.00,OFF,OFF,0,2.2,2.2,400.00,3.05,2.29,5.613,75.9,34.4,10.56,4.99,0.0,0.27,2.98,0.0,OFF,OFF,OFF,0,ON,OFF,1.417,23.32,0.1,0.0,3,47,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,8.0,OFF,ON,OFF,OFF,OFF,OFF,ON
6.210,531,41.5,9.80,-0.08,41.5,0.665,0.000,0.665,0.00,OFF,OFF,0,2.2,2.2,400.00,3.04,2.40,5.332,75.9,34.4,10.78,4.73,0.0,0.31,2.96,0.0,OFF,OFF,OFF,0,ON,OFF,1.101,23.32,0.1,0.0,4,46,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.2,OFF,ON,OFF,OFF,OFF,OFF,ON
6.250,732,44.5,9.87,-0.08,44.5,0.666,0.000,0.666,0.00,OFF,OFF,0,2.2,2.2,400.00,3.07,2.43,5.352,75.9,34.3,11.12,4.18,0.0,0.39,2.99,0.0,OFF,OFF,OFF,0,ON,OFF,1.142,23.32,0.1,0.0,4,48,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,12.6,OFF,ON,OFF,OFF,OFF,OFF,ON
6.290,772,61.3,10.26,-0.08,61.3,0.669,0.000,0.667,0.00,OFF,OFF,0,3.6,3.6,400.00,3.08,3.72,5.897,75.9,34.3,11.33,3.90,0.0,0.48,3.00,0.0,OFF,OFF,OFF,0,ON,OFF,1.439,23.32,0.1,0.0,5,49,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,11.3,OFF,ON,OFF,OFF,OFF,OFF,ON
6.330,1194,63.8,12.31,-0.08,63.8,0.668,0.000,0.668,0.00,OFF,OFF,0,5.4,5.4,399.82,3.08,5.56,5.668,75.9,34.3,11.57,3.49,0.0,0.71,3.00,0.0,OFF,OFF,OFF,0,ON,OFF,1.089,23.32,0.1,0.0,8,52,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.5,OFF,ON,OFF,OFF,OFF,OFF,ON
6.370,1600,57.4,15.33,-0.08,57.4,0.670,0.000,0.669,0.00,OFF,OFF,0,7.0,7.0,375.08,3.09,7.23,5.489,75.8,34.3,11.64,3.36,0.0,0.95,3.02,0.0,OFF,OFF,OFF,0,ON,OFF,0.063,23.32,0.1,0.0,12,52,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-24.9,OFF,OFF,ON,OFF,OFF,OFF,ON
6.410,1539,39.9,15.50,-0.08,39.9,0.669,0.000,0.669,0.00,OFF,OFF,0,5.0,5.0,378.47,3.10,5.22,4.081,75.8,34.3,11.71,3.25,0.0,0.94,3.02,0.0,OFF,OFF,OFF,0,ON,OFF,-0.007,23.32,0.1,0.0,9,46,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-3.3,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.450,1636,38.3,16.28,-0.08,38.3,0.669,0.000,0.668,0.00,OFF,OFF,0,5.2,5.2,373.24,3.10,5.46,4.045,75.8,34.2,11.82,3.09,0.0,1.09,3.02,0.0,OFF,OFF,OFF,0,ON,OFF,-0.004,23.32,0.1,0.0,11,45,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-4.1,OFF,OFF,ON,OFF,OFF,OFF,ON
6.490,2007,27.6,19.45,-0.08,27.6,0.675,0.000,0.670,0.00,OFF,OFF,0,5.9,5.9,349.59,2.97,6.10,3.665,76.0,34.3,12.60,2.80,0.0,1.22,2.90,0.0,OFF,OFF,OFF,0,ON,OFF,-0.091,23.32,0.1,0.0,12,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-14.5,OFF,OFF,ON,OFF,OFF,OFF,ON
6.530,2394,25.4,19.93,-0.08,25.4,0.674,0.000,0.674,0.00,OFF,OFF,0,6.2,6.2,348.30,2.97,6.36,3.708,76.3,34.5,12.79,2.80,0.0,1.52,2.90,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,12,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.570,2919,25.4,25.34,-0.08,25.4,0.675,0.000,0.675,0.00,OFF,OFF,0,8.3,8.3,340.72,2.98,8.55,3.710,76.6,34.6,12.82,2.80,0.0,2.02,2.90,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,16,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.3,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.610,3482,25.3,30.26,-0.08,25.3,0.673,0.000,0.673,0.00,OFF,OFF,0,9.8,9.8,340.26,2.96,10.02,3.730,76.8,34.7,12.84,2.80,0.0,2.56,2.88,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,19,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.5,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.650,4077,25.3,33.75,-0.08,25.3,0.673,0.000,0.673,0.00,OFF,OFF,0,12.4,12.4,362.43,2.93,12.68,3.758,76.8,34.7,12.84,2.80,0.0,3.30,2.85,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,24,44,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.690,4657,22.8,35.67,-0.08,22.8,0.674,0.000,0.674,0.00,OFF,OFF,0,14.0,14.0,374.16,2.90,14.35,3.723,76.8,34.7,12.85,2.80,0.0,4.00,2.82,0.0,OFF,OFF,OFF,0,ON,OFF,-0.190,23.32,0.1,0.0,28,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-7.9,OFF,OFF,ON,OFF,OFF,OFF,ON
6.730,5264,21.0,36.61,-0.08,21.0,0.674,0.000,0.674,0.00,OFF,OFF,0,15.7,15.7,357.34,2.86,16.11,3.689,76.8,34.6,12.84,2.80,0.0,4.73,2.78,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,31,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-1.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.770,5869,20.7,37.01,-0.08,20.7,0.675,0.000,0.675,0.00,OFF,OFF,0,17.6,17.6,327.06,2.80,18.12,3.701,76.8,34.6,12.85,2.80,0.0,5.23,2.72,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,35,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.4,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.810,6449,18.3,37.34,-0.08,18.3,0.674,0.000,0.674,0.00,OFF,OFF,0,19.0,19.0,320.02,2.75,19.47,3.622,76.8,34.5,12.84,2.80,0.0,5.46,2.67,0.0,OFF,OFF,OFF,0,ON,OFF,-0.084,23.32,0.1,0.0,39,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-9.4,OFF,OFF,ON,OFF,OFF,OFF,ON
6.850,6916,6.4,38.56,-0.08,6.4,0.674,0.000,0.674,0.00,OFF,OFF,0,14.8,14.8,320.00,2.68,15.30,2.687,76.8,34.4,12.86,2.80,0.0,5.48,2.60,0.0,OFF,OFF,OFF,0,ON,OFF,-0.505,23.32,0.1,0.0,36,37,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-6.2,OFF,OFF,ON,OFF,OFF,OFF,ON
6.890,7240,4.8,38.70,-0.08,4.8,0.674,0.000,0.675,0.00,OFF,OFF,0,18.2,18.2,320.00,2.56,18.68,3.109,76.8,34.3,12.86,2.80,0.0,5.59,2.48,0.0,OFF,OFF,OFF,0,ON,OFF,-0.001,23.32,0.1,0.0,36,36,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.930,7229,4.8,38.70,-0.08,4.8,0.673,0.000,0.673,0.00,OFF,OFF,0,18.3,18.3,320.00,2.49,18.78,3.117,76.8,34.2,12.86,2.80,0.0,5.64,2.41,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,36,36,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
6.970,6984,4.8,38.70,-0.08,4.8,0.675,0.000,0.675,0.00,OFF,OFF,0,17.4,17.4,320.00,2.44,17.94,3.082,76.8,34.1,12.87,2.80,0.0,5.60,2.36,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,35,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.010,6615,4.6,38.70,-0.08,4.6,0.673,0.000,0.674,0.00,OFF,OFF,0,16.6,16.6,320.00,2.41,17.10,3.060,76.8,33.9,12.89,2.80,0.0,5.50,2.33,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,34,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.050,6308,4.6,38.71,-0.08,4.6,0.674,0.000,0.673,0.00,OFF,OFF,0,15.7,15.7,320.00,2.39,16.20,3.050,76.8,33.7,12.90,2.80,0.0,5.49,2.31,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,31,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.090,6080,4.7,38.70,-0.08,4.7,0.673,0.000,0.675,0.00,OFF,OFF,0,15.2,15.2,320.05,2.39,15.58,3.041,76.8,33.5,12.91,2.80,0.0,5.36,2.31,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,31,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.130,5737,4.6,38.59,-0.08,4.6,0.674,0.000,0.674,0.00,OFF,OFF,0,14.4,14.4,328.95,2.40,14.79,3.039,76.8,33.4,12.92,2.80,0.0,5.31,2.32,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,28,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.2,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.170,5458,4.8,38.31,-0.08,4.8,0.676,0.000,0.676,0.00,OFF,OFF,0,13.4,13.4,346.60,2.41,13.79,3.029,76.8,33.2,12.94,2.80,0.0,5.18,2.33,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,27,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.210,5109,4.9,38.09,-0.08,4.9,0.674,0.000,0.674,0.00,OFF,OFF,0,12.7,12.7,360.48,2.43,13.07,3.020,76.8,33.1,12.94,2.80,0.0,5.02,2.35,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,25,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.2,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.250,4815,5.0,37.78,-0.08,5.0,0.675,0.000,0.674,0.00,OFF,OFF,0,12.0,12.0,367.34,2.47,12.33,3.020,76.8,33.0,12.94,2.80,0.0,4.79,2.39,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,24,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.290,4601,5.0,37.30,-0.08,5.0,0.674,0.000,0.674,0.00,OFF,OFF,0,11.3,11.3,374.40,2.50,11.62,3.019,76.8,33.0,12.95,2.80,0.0,4.46,2.42,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,23,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.2,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.330,4324,4.9,36.62,-0.08,4.9,0.674,0.000,0.674,0.00,OFF,OFF,0,10.5,10.5,376.58,2.52,10.84,3.000,76.8,32.9,12.94,2.80,0.0,4.14,2.44,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,21,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.370,4125,4.9,35.94,-0.08,4.9,0.675,0.000,0.675,0.00,OFF,OFF,0,10.2,10.2,369.90,2.53,10.48,2.999,76.8,32.9,12.95,2.80,0.0,3.88,2.46,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,20,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.410,4076,5.0,35.78,-0.08,5.0,0.674,0.000,0.674,0.00,OFF,OFF,0,9.9,9.9,363.76,2.55,10.18,2.999,76.9,32.9,12.96,2.80,0.0,3.74,2.47,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,20,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.450,4026,5.0,35.58,-0.08,5.0,0.675,0.000,0.674,0.00,OFF,OFF,0,9.7,9.7,359.42,2.56,9.93,2.991,76.9,32.9,12.95,2.80,0.0,3.63,2.49,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,19,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,-0.1,OFF,OFF,OFF,OFF,OFF,OFF,ON
7.490,3967,5.0,35.35,-0.08,5.0,0.674,0.000,0.674,0.00,OFF,OFF,0,9.8,9.8,361.44,2.57,10.07,2.990,76.9,33.0,12.96,2.80,0.0,3.63,2.49,0.0,OFF,OFF,OFF,0,ON,OFF,0.000,23.32,0.1,0.0,20,35,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,ON
